severity,issue,type,id,locale,field,title,detail
HIGH,MISSING,ARTICLE,'558862663763,de,summary_html,Speciální model pro Dušana Kuciaka,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866530387,de,body_html,Slavíme 2. narozeniny a máme tady do konce víkendu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866530387,de,summary_html,Slavíme 2. narozeniny a máme tady do konce víkendu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866563155,de,body_html,Rozhovor – Tomáš Tujvel,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866563155,de,summary_html,Rozhovor – Tomáš Tujvel,No summary_html translation
HIGH,MISSING,ARTICLE,'558866595923,de,summary_html,Nejlepší brankáři historie – Gordon Banks,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866661459,de,body_html,Rozhovor – Miloš Buchta,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866661459,de,summary_html,Rozhovor – Miloš Buchta,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558866726995,de,body_html,Často kladené otázky,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558866726995,de,summary_html,Často kladené otázky,No summary_html translation
HIGH,MISSING,ARTICLE,'558866792531,de,summary_html,Nejlepší brankáři historie – Lev Jašin,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558901264467,de,body_html,Fotbalová sezona pomalu končí..,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558901264467,de,summary_html,Fotbalová sezona pomalu končí..,No summary_html translation
HIGH,MISSING,ARTICLE,'558902149203,de,summary_html,Mistrovství světa 2018,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902181971,de,body_html,Historie brankářských rukavic,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902181971,de,summary_html,Historie brankářských rukavic,No summary_html translation
HIGH,MISSING,ARTICLE,'558902214739,de,summary_html,Rozhovor – Martin Jedlička,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902247507,de,body_html,Nejlepší brankáři historie – Dino Zoff,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902247507,de,summary_html,Nejlepší brankáři historie – Dino Zoff,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902280275,de,body_html,Nová modelová řada BU1 Signal,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902280275,de,summary_html,Nová modelová řada BU1 Signal,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558902313043,de,body_html,"Chystáme nové dresy, poraďte nám které máme udělat",Contains bu1.cz
HIGH,MISSING,ARTICLE,'558902313043,de,summary_html,"Chystáme nové dresy, poraďte nám které máme udělat",No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921089107,de,body_html,Jak vybrat rukavice na Vánoce?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921089107,de,summary_html,Jak vybrat rukavice na Vánoce?,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921121875,de,body_html,Rozhovor – Přemysl Kovář,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921121875,de,summary_html,Rozhovor – Přemysl Kovář,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921154643,de,body_html,Rukavice na umělých površích,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921154643,de,summary_html,Rukavice na umělých površích,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921580627,de,body_html,Jaký byl pro BU1 rok 2018,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921580627,de,summary_html,Jaký byl pro BU1 rok 2018,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558921646163,de,body_html,Jak na chladné počasí?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558921646163,de,summary_html,Jak na chladné počasí?,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558940651603,de,body_html,O naší novince BU1 Neo Red,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558940651603,de,summary_html,O naší novince BU1 Neo Red,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558957396051,de,body_html,BU1 na zakázku – MOL Vidi FC,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558957396051,de,summary_html,BU1 na zakázku – MOL Vidi FC,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558957428819,de,body_html,Rukavice pro zlomený prst Álexe Craninxe,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558957428819,de,summary_html,Rukavice pro zlomený prst Álexe Craninxe,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558957559891,de,body_html,Rukavice pro Juventus Academy Los Angeles,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558957559891,de,summary_html,Rukavice pro Juventus Academy Los Angeles,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963097683,de,body_html,BU1 a FC Barca Academy v Maďarsku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963097683,de,summary_html,BU1 a FC Barca Academy v Maďarsku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963195987,de,body_html,BU1 brankářský kemp 2021 v Háji ve Slezsku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963195987,de,summary_html,BU1 brankářský kemp 2021 v Háji ve Slezsku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963228755,de,body_html,BU1 příměstský kemp ve Velké Polomi u Opavy,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963228755,de,summary_html,BU1 příměstský kemp ve Velké Polomi u Opavy,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963261523,de,body_html,Zimní BU1 příměstský kemp v Háji ve Slezsku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963261523,de,summary_html,Zimní BU1 příměstský kemp v Háji ve Slezsku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963294291,de,body_html,Nové termíny kempů + web BU1 akademie,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963294291,de,summary_html,Nové termíny kempů + web BU1 akademie,No summary_html translation
HIGH,MISSING,ARTICLE,'558963327059,de,summary_html,Model BU1 Mladá Boleslav,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963359827,de,body_html,Levné a levnější BU1 brankářské rukavice,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963359827,de,summary_html,Levné a levnější BU1 brankářské rukavice,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963392595,de,body_html,BU1 sport a Saves help football,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963392595,de,summary_html,BU1 sport a Saves help football,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963425363,de,body_html,BU1 na zakázku – Zlomené prsty,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963425363,de,summary_html,BU1 na zakázku – Zlomené prsty,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963490899,de,body_html,Vliv brankářů na výsledky fotbalového týmu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963490899,de,summary_html,Vliv brankářů na výsledky fotbalového týmu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558963523667,de,body_html,TOP 10 nejslavnějších penalt ve fotbale,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558963523667,de,summary_html,TOP 10 nejslavnějších penalt ve fotbale,No summary_html translation
HIGH,MISSING,ARTICLE,'558965784659,de,summary_html,Brankářské chyby a jak se z nich poučit,No summary_html translation
HIGH,MISSING,ARTICLE,'558965817427,de,summary_html,Brankářské legendy: Příběh návratu po zranění,No summary_html translation
HIGH,MISSING,ARTICLE,'558965850195,de,summary_html,Psychologie v brankářství: Udržování klidné hlavy ,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558965882963,de,body_html,Spolupracujeme nově s Fotbalovou Akademií Marka Ha,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558965882963,de,summary_html,Spolupracujeme nově s Fotbalovou Akademií Marka Ha,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558965915731,de,body_html,Nejslavnější brankářské zákroky v historii fotbalu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558965915731,de,summary_html,Nejslavnější brankářské zákroky v historii fotbalu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558965981267,de,body_html,Cesta k triumfu: Rozhovor s vítězným brankářem uni,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558965981267,de,summary_html,Cesta k triumfu: Rozhovor s vítězným brankářem uni,No summary_html translation
HIGH,MISSING,ARTICLE,'558966014035,de,summary_html,Spolupráce fotbalové akademie BU1 s firmou Stavby ,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558966046803,de,body_html,Historie a příběhy fotbalových derby,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558966046803,de,summary_html,Historie a příběhy fotbalových derby,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558966112339,de,body_html,Evoluce fotbalových taktik,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558966112339,de,summary_html,Evoluce fotbalových taktik,No summary_html translation
HIGH,MISSING,ARTICLE,'558967095379,de,summary_html,Kulinářská dobrodružství na fotbalovém stadionu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'558967128147,de,body_html,Fotbal a hudba: Hymny znějící fotbalovými stadiony,Contains bu1.cz
HIGH,MISSING,ARTICLE,'558967128147,de,summary_html,Fotbal a hudba: Hymny znějící fotbalovými stadiony,No summary_html translation
HIGH,MISSING,ARTICLE,'558967160915,de,summary_html,Proč je fotbal tolik oblíbený: Historie této úžasn,No summary_html translation
HIGH,MISSING,ARTICLE,'558967193683,de,summary_html,Jak zbavit vaše kopačky zápachu,No summary_html translation
HIGH,MISSING,ARTICLE,'558967226451,de,summary_html,Poutavé příběhy brankářských hvězd na jejich profe,No summary_html translation
HIGH,MISSING,ARTICLE,'558967259219,de,summary_html,Historie fotbalových dresů: Jak se vyvíjely fotbal,No summary_html translation
HIGH,MISSING,ARTICLE,'558967291987,de,summary_html,Grassroots fotbal: Co je to a jaké jsou jeho princ,No summary_html translation
HIGH,MISSING,ARTICLE,'558967324755,de,summary_html,"Slavní fotbaloví manažeři, kteří dali přednost ved",No summary_html translation
HIGH,MISSING,ARTICLE,'558967357523,de,summary_html,Rekordní střelci fotbalové historie: Kdo se pyšní ,No summary_html translation
HIGH,MISSING,ARTICLE,'558967390291,de,summary_html,Fotbal a koordinace: Proč je důležitá a jak ji zle,No summary_html translation
HIGH,MISSING,ARTICLE,'559076245587,de,summary_html,RADEK VÍTEK,No summary_html translation
HIGH,MISSING,ARTICLE,'559076245587,de,handle,RADEK VÍTEK,No handle translation
HIGH,MISSING,ARTICLE,'559076278355,de,summary_html,VÁCLAV HLADKÝ,No summary_html translation
HIGH,MISSING,ARTICLE,'559076278355,de,handle,VÁCLAV HLADKÝ,No handle translation
HIGH,WRONG_DOMAIN,ARTICLE,'559263023187,de,body_html,"5 tipů od brankářů, díky kterým vychytáte nulu",Contains bu1.cz
HIGH,MISSING,ARTICLE,'559263023187,de,summary_html,"5 tipů od brankářů, díky kterým vychytáte nulu",No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559263088723,de,body_html,Jak být lepším brankářem? Kromě fyzického tréninku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559263088723,de,summary_html,Jak být lepším brankářem? Kromě fyzického tréninku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446261843,de,body_html,O brankářských rukavicích na zakázku,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446261843,de,summary_html,O brankářských rukavicích na zakázku,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446294611,de,body_html,Co jsme nachystali na Vánoce?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446294611,de,summary_html,Co jsme nachystali na Vánoce?,No summary_html translation
HIGH,MISSING,ARTICLE,'559446327379,de,summary_html,Omezení spojené s vyhlášenou karanténou,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446360147,de,body_html,Naše 3. narozeniny = největší sleva v historii BU1,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446360147,de,summary_html,Naše 3. narozeniny = největší sleva v historii BU1,No summary_html translation
HIGH,MISSING,ARTICLE,'559446392915,de,summary_html,Jak se udržovat doma – David Švacha,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446425683,de,body_html,Běžecká cvičení pro fotbalisty: osvědčené tipy a t,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446425683,de,summary_html,Běžecká cvičení pro fotbalisty: osvědčené tipy a t,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446458451,de,body_html,Zkušení brankáři radí: Jak chytat míč v pádu,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446458451,de,summary_html,Zkušení brankáři radí: Jak chytat míč v pádu,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446491219,de,body_html,Jak na penalty z pohledu brankáře? Osvědčené posta,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446491219,de,summary_html,Jak na penalty z pohledu brankáře? Osvědčené posta,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446523987,de,body_html,Tréninková cvičení pro fotbalové brankáře: Základn,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446523987,de,summary_html,Tréninková cvičení pro fotbalové brankáře: Základn,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446556755,de,body_html,Jak se pozná dobrý brankář? Rozhodují fyzické a ps,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446556755,de,summary_html,Jak se pozná dobrý brankář? Rozhodují fyzické a ps,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446589523,de,body_html,Jak vybrat kvalitní kopačky pro brankáře?,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446589523,de,summary_html,Jak vybrat kvalitní kopačky pro brankáře?,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446622291,de,body_html,Trénink pro malé fotbalisty: Zábavná cvičení pro d,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446622291,de,summary_html,Trénink pro malé fotbalisty: Zábavná cvičení pro d,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446655059,de,body_html,"Nejlepší fotbalové akademie: 5 míst, kde se rodí m",Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446655059,de,summary_html,"Nejlepší fotbalové akademie: 5 míst, kde se rodí m",No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446687827,de,body_html,Ekonomika fotbalu: Jak se kluby vypořádávají s fin,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446687827,de,summary_html,Ekonomika fotbalu: Jak se kluby vypořádávají s fin,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559446720595,de,body_html,VAR ve fotbale: Nový systém ovlivňuje průběh i dyn,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559446720595,de,summary_html,VAR ve fotbale: Nový systém ovlivňuje průběh i dyn,No summary_html translation
HIGH,MISSING,ARTICLE,'559446753363,de,summary_html,Top 10 zahraničních fotbalových podcastů,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559641788499,de,body_html,Fotbalové přestupy  | BU1 - Každý může hrát jako š,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559641788499,de,summary_html,Fotbalové přestupy  | BU1 - Každý může hrát jako š,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559641821267,de,body_html,Jak funguje fotbalový skauting  | BU1 - Každý může,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559641821267,de,summary_html,Jak funguje fotbalový skauting  | BU1 - Každý může,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559641854035,de,body_html,Fotbal za sněhu a deště: Jak se s tím hráči a týmy,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559641854035,de,summary_html,Fotbal za sněhu a deště: Jak se s tím hráči a týmy,No summary_html translation
HIGH,WRONG_DOMAIN,ARTICLE,'559641886803,de,body_html,Vedení ve fotbale: Role kapitána| BU1 - Každý může,Contains bu1.cz
HIGH,MISSING,ARTICLE,'559641886803,de,summary_html,Vedení ve fotbale: Role kapitána| BU1 - Každý může,No summary_html translation
HIGH,MISSING,ARTICLE,'559833808979,de,summary_html,Evoluce ženského fotbalu: Jak se stal globálním fe,No summary_html translation
HIGH,MISSING,ARTICLE,'559833808979,de,handle,Evoluce ženského fotbalu: Jak se stal globálním fe,No handle translation
HIGH,MISSING,ARTICLE,'559997059155,de,summary_html,Jak se stát lepším obráncem v roce 2025,No summary_html translation
HIGH,MISSING,ARTICLE,'559997059155,de,handle,Jak se stát lepším obráncem v roce 2025,No handle translation
HIGH,MISSING,ARTICLE,'559997681747,de,summary_html,"Péče o kopačky: Kompletní návod – Čištění, sušení,",No summary_html translation
HIGH,MISSING,ARTICLE,'559997681747,de,handle,"Péče o kopačky: Kompletní návod – Čištění, sušení,",No handle translation
HIGH,MISSING,ARTICLE,'560181411923,de,summary_html,"Fotbalové stadiony Londýna: architektura, historie",No summary_html translation
HIGH,MISSING,ARTICLE,'560181411923,de,handle,"Fotbalové stadiony Londýna: architektura, historie",No handle translation
HIGH,MISSING,ARTICLE,'560182689875,de,handle,"Letní přestupy 2025: Alexander-Arnold v Realu, Fri",No handle translation
HIGH,MISSING,ARTICLE,'560192684115,de,handle,Dominik Holec zažil v Baníku jedinečnou sezonu,No handle translation
HIGH,WRONG_DOMAIN,ARTICLE,'560204546131,de,body_html,BU1 × MFK Karviná: Speciální model rukavic pro nej,Contains bu1.cz
HIGH,MISSING,ARTICLE,'560204546131,de,summary_html,BU1 × MFK Karviná: Speciální model rukavic pro nej,No summary_html translation
HIGH,MISSING,ARTICLE,'560204546131,de,handle,BU1 × MFK Karviná: Speciální model rukavic pro nej,No handle translation
HIGH,MISSING,ARTICLE,'560263037011,de,handle,Ligový fotograf David Štěpina: „Nejvíc mě baví zac,No handle translation
HIGH,MISSING,ARTICLE,'560271032403,de,handle,"Letní přestupy, díl třetí: Shopaholic Man City, no",No handle translation
HIGH,MISSING,ARTICLE,'560288301139,de,handle,"Fotbalové dokumenty, které musíte vidět: Nejlepší ",No handle translation
HIGH,WRONG_DOMAIN,ARTICLE,'560305471571,de,body_html,Další týden přestupů nabídl přesuny brankářů i náv,Contains bu1.cz
HIGH,MISSING,ARTICLE,'560320708691,de,handle,Pozápasová regenerace: Regeneruj jako profík,No handle translation
HIGH,MISSING,ARTICLE,'560348430419,de,summary_html,Mentální příprava: Jak porazit předzápasovou nervo,No summary_html translation
HIGH,MISSING,ARTICLE,'560348430419,de,handle,Mentální příprava: Jak porazit předzápasovou nervo,No handle translation
HIGH,MISSING,ARTICLE,'560367698003,de,summary_html,Mistrovská lekce standardních situací: Zlepšete př,No summary_html translation
